num,adm1,city,count,country,lat,lng
67,Harju County,Tallinn,6.0,Estonia,59.388861,24.688905899999998
68,Chernihivs'ka oblast,Pryluky,6.0,Ukraine,50.59999999999999,32.4
69,Kyivs'ka oblast,Vasyl'kiv,6.0,Ukraine,50.17833299999999,30.31583299999999
70,Sevastopol' city,Sevastopol,6.0,,44.61665,33.525366999999996
71,Khmel'nyts'ka oblast,Ukrainka,6.0,Ukraine,50.015,26.4325
72,Sums'ka oblast,Shostka,6.0,Ukraine,51.866667,33.483333
73,Lviv Oblast,Novoyavorivs'k,6.0,Ukraine,49.93111099999999,23.573056
74,Donetsk Oblast,Slovyansk,5.0,Ukraine,48.8532,37.6053
75,Vienna,Vienna,5.0,Austria,48.208174299999996,16.3738189
76,Lviv Oblast,Stebnyk,5.0,Ukraine,49.3,23.566667000000002
77,Ternopil's'ka oblast,Pidvolochys'k,5.0,Ukraine,49.52638899999999,26.141389
78,Lviv Oblast,Truskavets,5.0,Ukraine,49.280556,23.505
79,Dnipropetrovsk Oblast,Pavlohrad,5.0,Ukraine,48.516667,35.866667
80,Illinois,Chicago,5.0,United States,41.8781136,-87.62979820000001
81,Lviv Oblast,Novyi Rozdil,5.0,Ukraine,49.471944,24.133333
82,Zhytomyrs'ka oblast,Malyn,4.0,Ukraine,50.76888899999999,29.27
83,Poltavs'ka oblast,Komsomol's'k,4.0,Ukraine,49.0156679,33.6450451
84,Rivnens'ka oblast,Kuznetsovsk,4.0,Ukraine,51.34365529999999,25.8490867
85,Khmel'nyts'ka oblast,Netishyn,4.0,Ukraine,50.33397309999999,26.650084399999997
86,Kyivs'ka oblast,Slavutych,4.0,Ukraine,51.520556,30.756944
87,Alexandria Governorate,Alexandria,4.0,Egypt,31.2000924,29.9187387
88,Sums'ka oblast,Hlukhiv,4.0,Ukraine,51.678611,33.911389
89,Kyivs'ka oblast,Bilohorodka,4.0,Ukraine,50.3750037,30.2227951
90,Greater Poland Voivodeship,Poznan,4.0,Poland,52.406374,16.9251681
91,Lviv Oblast,Sambir,4.0,Ukraine,49.516667,23.202778
92,Odessa Oblast,Izmail,4.0,Ukraine,45.351667,28.836389
93,Silesian Voivodeship,Katowice,4.0,Poland,50.26489189999999,19.023781500000002
94,Cherkas'ka oblast,Smila,4.0,Ukraine,49.227717,31.852233000000002
95,Lesser Poland Voivodeship,Krakow,4.0,Poland,50.06465009999999,19.9449799
96,Kyivs'ka oblast,Bohuslav,4.0,Ukraine,49.546667,30.872778000000004
97,Kyivs'ka oblast,Pereyaslav-Khmel'nyts'kyi,4.0,Ukraine,50.066111,31.442221999999997
98,Khersons'ka oblast,Nova Kakhovka,4.0,Ukraine,46.766667,33.366667
99,Chernihivs'ka oblast,Nizhyn,4.0,Ukraine,51.038056,31.886111
100,Volyns'ka oblast,Kovel',4.0,Ukraine,51.216667,24.716667
101,Lviv Oblast,Horodok,4.0,Ukraine,49.782222,23.643611
102,Shanghai,Shanghai,3.0,China,31.230415999999998,121.473701
103,Dnipropetrovsk Oblast,Zhovti Vody,3.0,Ukraine,48.34999999999999,33.5
104,Khmel'nyts'ka oblast,Slavuta,3.0,Ukraine,50.302778,26.868333000000003
105,New York,New York,3.0,United States,40.6781784,-73.94415790000001
106,Hlavní město Praha,Prague,3.0,Czech Republic,50.0755381,14.4378005
107,Ternopil's'ka oblast,Berezhany,3.0,Ukraine,49.45,24.933332999999998
108,Sums'ka oblast,Konotop,3.0,Ukraine,51.240943200000004,33.2050521
109,Zakarpats'ka oblast,Vynohradiv,3.0,Ukraine,48.149722,23.025
110,Zhytomyrs'ka oblast,Novohrad-Volyns'kyi,3.0,Ukraine,50.583333,27.633333
111,Ontario,London,3.0,Canada,42.9869502,-81.243177
112,Arizona,Goodyear,3.0,United States,33.3671645,-112.38803390000001
113,Lviv Oblast,Sokal',3.0,Ukraine,50.48333299999999,24.283333
114,Vinnyts'ka oblast,Ladyzhyn,3.0,Ukraine,48.6838051,29.2476274
115,Khersons'ka oblast,Skadovs'k,3.0,Ukraine,46.116667,32.916667
116,Kyivs'ka oblast,Nemishajeve,3.0,Ukraine,50.564721999999996,30.093611
117,Rostov Oblast,Donets'k,3.0,Russia,48.333333,39.933333000000005
118,Ontario,Toronto,3.0,Canada,43.653226000000004,-79.3831843
119,Moscow,Moscow,3.0,Russia,55.755826,37.6173
120,Berlin,Berlin,3.0,Germany,52.52000659999999,13.404954
121,Lublin Voivodeship,Lublin,3.0,Poland,51.2464536,22.5684463
122,Kyivs'ka oblast,Skvyra,3.0,Ukraine,49.7328752,29.6642904
123,Zaporiz'ka oblast,Tokmak,3.0,Ukraine,47.25,35.7
124,Luhans'ka oblast,Alchevs'k,3.0,Ukraine,48.477778,38.797778
125,Lviv Oblast,Pustomyty,3.0,Ukraine,49.71388899999999,23.910833
126,Ternopil's'ka oblast,Zalishchyky,3.0,Ukraine,48.65,25.733333
127,Poltavs'ka oblast,Lubny,3.0,Ukraine,50.016667,33.0
128,Lazio,Rome,3.0,Italy,41.8723889,12.4801802
129,Dnipropetrovsk Oblast,Verkhn'odniprovs'k,3.0,Ukraine,48.656110999999996,34.328333
130,Donetsk Oblast,Yenakijeve,3.0,Ukraine,48.216667,38.2
131,Ivano-Frankivs'ka oblast,Yaremche,2.0,Ukraine,48.460278,24.558611
132,Kharkiv Oblast,Kup'yans'k,2.0,Ukraine,49.701667,37.613333000000004
133,Donetsk Oblast,Druzhkivka,2.0,Ukraine,48.621389,37.527778000000005
134,Dublin,Dublin,2.0,Ireland,53.34980529999999,-6.2603097000000005
135,Lviv Oblast,Brody,2.0,Ukraine,50.083141,25.15
136,Kharkiv Oblast,Zmiiv,2.0,Ukraine,49.6944064,36.3595476
137,Luhans'ka oblast,Lysychans'k,2.0,Ukraine,48.916667,38.4
138,Khmel'nyts'ka oblast,Polonne,2.0,Ukraine,50.116667,27.516666999999998
139,Kyivs'ka oblast,Makariv,2.0,Ukraine,50.459722,29.814721999999996
140,Vitebsk Province,Haradok,2.0,Belarus,55.466666999999994,30.0
141,Donetsk Oblast,Dobropillya,2.0,Ukraine,48.420039,37.052291
142,Cairo Governorate,Cairo,2.0,Egypt,30.0444196,31.235711600000005
143,Crimea,Feodosiya,2.0,,45.031933,35.382433
144,Kyivs'ka oblast,Ivankiv,2.0,Ukraine,50.933333000000005,29.9
145,Миколаївська обл.,Pervomais'k,2.0,Ukraine,48.0497033,30.83256129999999
146,Zakarpats'ka oblast,Perechyn,2.0,Ukraine,48.734167,22.474167
147,Crimea,Dzhankoi,2.0,,45.7089869,34.3874785
148,Lviv Oblast,Boryslav,2.0,Ukraine,49.289167,23.418889
149,Poltavs'ka oblast,Hadyach,2.0,Ukraine,50.366667,34.0
150,Kirovohrads'ka oblast,Oleksandriya,2.0,Ukraine,48.666667,33.116667
151,Sums'ka oblast,Romny,2.0,Ukraine,50.75,33.466667
152,Bavaria,Munich,2.0,Germany,48.1351253,11.5819806
153,Vinnyts'ka oblast,Kozyatyn,2.0,Ukraine,49.7149346,28.8363647
154,Rivnens'ka oblast,Sarny,2.0,Ukraine,51.337222,26.605833
155,Kyivs'ka oblast,Tarashcha,2.0,Ukraine,49.55,30.5
156,Donetsk Oblast,Kostyantynivka,2.0,Ukraine,48.533333,37.716667
157,Saint Petersburg,Saint Petersburg,2.0,Russia,59.9342802,30.335098600000002
158,Donetsk Oblast,Krasnoarmiis'k,2.0,Ukraine,48.28277800000001,37.182778000000006
159,Kyivs'ka oblast,Yahotyn,2.0,Ukraine,50.2455224,31.786695
160,Rivnens'ka oblast,Zdolbuniv,2.0,Ukraine,50.516667,26.25
161,Dnipropetrovsk Oblast,Pershotravens'k,2.0,Ukraine,48.34638899999999,36.404444
162,Luhans'ka oblast,Stakhanov,2.0,Ukraine,48.566666999999995,38.65
163,Baden-Württemberg,Stuttgart,2.0,Germany,48.7754181,9.1817588
164,Kyivs'ka oblast,Sofiivs'ka Borshchahivka,2.0,Ukraine,50.411389,30.36916699999999
165,Kyivs'ka oblast,Demydiv,2.0,Ukraine,50.727222,30.327221999999995
166,Poltavs'ka oblast,Hradyz'k,2.0,Ukraine,49.233069,33.132037
167,Ivano-Frankivs'ka oblast,Rozhnevi Polya,2.0,Ukraine,48.524444,25.38
168,,Petah Tikva,2.0,Israel,32.084041,34.887762
169,Luhans'ka oblast,Svatove,2.0,Ukraine,49.416667,38.15
170,Khersons'ka oblast,Stanislav,2.0,Ukraine,46.57000000000001,32.15
171,Dnipropetrovsk Oblast,Novomoskovs'k,2.0,Ukraine,48.633333,35.216667
172,Zakarpats'ka oblast,Khust,2.0,Ukraine,48.181389,23.297778
173,Chernivets'ka oblast,Hlyboka,2.0,Ukraine,48.083333,25.933332999999998
174,Ivano-Frankivs'ka oblast,Snyatyn,2.0,Ukraine,48.45,25.566667000000002
175,Crimea,Yalta,2.0,,44.49520500000001,34.166301000000004
176,Ivano-Frankivs'ka oblast,Kosiv,2.0,Ukraine,48.315,25.095278
177,Ivano-Frankivs'ka oblast,Burshtyn,2.0,Ukraine,49.266667,24.633333
178,Crimea,Nyzhn'ohirs'kyi,2.0,,45.4465898,34.7383516
179,Luhans'ka oblast,Krasnodon,2.0,Ukraine,48.3,39.73333299999999
180,Donetsk Oblast,Volnovakha,2.0,Ukraine,47.5951141,37.4831419
181,Donetsk Oblast,Dymytrov,2.0,Ukraine,48.296211799999995,37.270003499999994
182,Donetsk Oblast,Krasnyi Lyman,2.0,Ukraine,48.9897585,37.8049964
183,Kyivs'ka oblast,Novosilky,2.0,Ukraine,50.354444,30.454444
184,Ivano-Frankivs'ka oblast,Nadvirna,2.0,Ukraine,48.633333,24.583333
185,Rīgas pilsēta,Rīga,2.0,Latvia,56.94964870000001,24.105186399999997
186,Crimea,Kerch,2.0,,45.357314,36.468293
187,Kyivs'ka oblast,Novi Petrivtsi,2.0,Ukraine,50.623056,30.446389
188,Catalonia,Lleida,2.0,Spain,41.6175899,0.6200146
189,Community of Madrid,Madrid,2.0,Spain,40.4167754,-3.7037902000000003
190,Odessa Oblast,Bilhorod-Dnistrovs'kyi,2.0,Ukraine,46.183333000000005,30.333333000000003
191,Lviv Oblast,Obroshyne,2.0,Ukraine,49.785278000000005,23.868610999999998
192,Zhytomyrs'ka oblast,Korosten',2.0,Ukraine,50.95,28.633333
193,Opole Voivodeship,Opole,2.0,Poland,50.6751067,17.921297600000003
194,Kyivs'ka oblast,Chubyns'ke,2.0,Ukraine,50.384314,30.8486288
195,Cherkas'ka oblast,Zolotonosha,2.0,Ukraine,49.666667,32.033333
196,Beijing,Beijing,2.0,China,39.90403,116.407526
197,,İstanbul,1.0,Turkey,41.00527,28.97696
198,Baden-Württemberg,Freiburg,1.0,Germany,47.99900770000001,7.842104299999999
199,Luhans'ka oblast,смт. Новоайдар,1.0,Ukraine,48.96685739999999,38.991712400000004
200,Žilina Region,Žilina,1.0,Slovakia,49.2215903,18.741951899999997
201,Primorsky Krai,Primorsky,1.0,Russia,43.098611,131.591667
202,Ternopil's'ka oblast,Kopychyntsi,1.0,Ukraine,49.09999999999999,25.933332999999998
203,Zakarpats'ka oblast,Zahattya,1.0,Ukraine,48.398027299999995,22.9507674
204,Oslo,Oslo,1.0,Kingdom of Norway,59.913868799999996,10.7522454
205,Florida,Gainesville,1.0,United States,29.6516344,-82.32482619999998
206,Lviv Oblast,Kam'yanka-Buz'ka,1.0,Ukraine,50.09999999999999,24.35
207,Lower Silesian Voivodeship,Milicz,1.0,Poland,51.527595700000006,17.2712122
208,Ivano-Frankivs'ka oblast,Vyhoda,1.0,Ukraine,48.92833299999999,23.918332999999997
209,Capital Region of Denmark,Copenhagen,1.0,Denmark,55.676096799999996,12.568337099999999
210,Zhytomyrs'ka oblast,Chmil',1.0,Ukraine,50.930556,27.910278
211,Kharkiv Oblast,Sontsedarivka,1.0,Ukraine,49.940833000000005,35.359444
212,Odessa Oblast,Novoselivka,1.0,Ukraine,46.992222,29.911944000000002
213,Lviv Oblast,Skole,1.0,Ukraine,49.033333,23.516667
214,Kharkiv Oblast,Pisochyn,1.0,Ukraine,49.953889000000004,36.109167
215,Kuyavian-Pomeranian Voivodeship,Bydgoszcz,1.0,Poland,53.12348040000001,18.0084378
216,Vaud,Lausanne,1.0,Switzerland,46.5199617,6.6335970999999985
217,Kharkiv Oblast,Lyubotyn,1.0,Ukraine,49.95,35.929444000000004
218,Lviv Oblast,Radekhiv,1.0,Ukraine,50.282778,24.6375
219,Azuay,Cuenca,1.0,Ecuador,-2.9001285,-79.00589649999998
220,Thuringia,Erfurt,1.0,Germany,50.98476789999999,11.0298799
221,Khmel'nyts'ka oblast,Derazhnya,1.0,Ukraine,49.266667,27.433333
222,Alberta,Calgary,1.0,Canada,51.04532460000001,-114.05810120000001
223,Chernihivs'ka oblast,Varva,1.0,Ukraine,50.495,32.723611
224,Odessa Oblast,Velykyi Dal'nyk,1.0,Ukraine,46.4779255,30.5570934
225,Dnipropetrovsk Oblast,Oleksiivka,1.0,Ukraine,47.594268,34.237697
226,Lviv Oblast,Vuzlove,1.0,Ukraine,50.225258000000004,24.547098899999998
227,Vinnyts'ka oblast,Mykhailivka,1.0,Ukraine,48.27333300000001,28.094444
228,British Columbia,Vancouver,1.0,Canada,49.261226,-123.11392679999999
229,Volyns'ka oblast,Ivanychi,1.0,Ukraine,50.641667,24.366667
230,Hesse,Frankfurt,1.0,Germany,50.1109221,8.6821267
231,Vinnyts'ka oblast,Tul'chyn,1.0,Ukraine,48.674444,28.849721999999996
232,Kyivs'ka oblast,Kotsyubyns'ke,1.0,Ukraine,50.4884976,30.3357115
233,Cherkas'ka oblast,Lysyanka,1.0,Ukraine,49.256944,30.82333299999999
234,Zakarpats'ka oblast,Kosivs'ka Polyana,1.0,Ukraine,48.0084202,24.1135333
235,Dnipropetrovsk Oblast,Volos'ke,1.0,Ukraine,48.304913,35.139401
236,Lviv Oblast,Zhydachiv,1.0,Ukraine,49.381389,24.140832999999997
237,Donetsk Oblast,Novohrodivka,1.0,Ukraine,48.2,37.339444
238,Donetsk Oblast,Korsun',1.0,Ukraine,48.209722,38.073333
239,Poltavs'ka oblast,Myrhorod,1.0,Ukraine,49.966667,33.6
240,Guangdong,Guangzhou,1.0,China,23.129163000000002,113.264435
241,England,Southampton,1.0,United Kingdom,50.90970040000001,-1.4043508999999998
242,Vinnyts'ka oblast,Selyshche,1.0,Ukraine,49.126667,28.3625
243,Lviv Oblast,Rozvadiv,1.0,Ukraine,49.50027799999999,23.966944
244,Chernivets'ka oblast,Lashkivka,1.0,Ukraine,48.413610999999996,25.780556
245,Brussels,Brussels,1.0,Belgium,50.8503396,4.3517103
246,Kyivs'ka oblast,Arkadiivka,1.0,Ukraine,50.55694399999999,31.866667
247,Crimea,Yevpatoriya,1.0,,45.19045,33.366867
248,Zhytomyrs'ka oblast,Velyki Kosharyshcha,1.0,Ukraine,50.2825326,28.9077521
249,Sums'ka oblast,Lypova Dolyna,1.0,Ukraine,50.563691999999996,33.793605
250,Lviv Oblast,Mostys'ka,1.0,Ukraine,49.79416699999999,23.1525
251,Lviv Oblast,Peremyshlyany,1.0,Ukraine,49.66999999999999,24.559444
252,Mykolaivs'ka oblast,Bashtanka,1.0,Ukraine,47.4,32.45
253,Meath,Navan,1.0,Ireland,53.6530417,-6.6842304000000015
254,Kharkiv Oblast,Izyum,1.0,Ukraine,49.21277800000001,37.256944
255,Volyns'ka oblast,Manevychi,1.0,Ukraine,51.293889,25.532778
256,Kyivs'ka oblast,Mytnytsya,1.0,Ukraine,50.128611,30.243056
257,State of Rio de Janeiro,Rio de Janeiro,1.0,Brazil,-22.9082998,-43.1970773
258,Kyivs'ka oblast,Hlevakha,1.0,Ukraine,50.262221999999994,30.289444
259,Nord-Pas-de-Calais,Lille,1.0,France,50.62925,3.057256
260,Donetsk Oblast,Oleksandrivka,1.0,Ukraine,48.7,36.916667
261,Ivano-Frankivs'ka oblast,Tsenyava,1.0,Ukraine,48.550278000000006,25.124722
262,Chernivets'ka oblast,Kitsman',1.0,Ukraine,48.441666999999995,25.76
263,Luhans'ka oblast,Starobil's'k,1.0,Ukraine,49.2833,38.9167
264,Zhytomyrs'ka oblast,Mala Racha,1.0,Ukraine,50.546110999999996,29.280278000000003
265,Ivano-Frankivs'ka oblast,Pniv,1.0,Ukraine,48.610556,24.528889000000003
266,Odessa Oblast,Tatarbunary,1.0,Ukraine,45.83911320000001,29.6145761
267,Rivnens'ka oblast,Stepan',1.0,Ukraine,51.128333000000005,26.304167
268,Zakarpats'ka oblast,Mizhhir'ya,1.0,Ukraine,48.5217508,23.503452600000003
269,Midi-Pyrénées,Le Bez,1.0,France,43.637267,2.4546810000000003
270,Ivano-Frankivs'ka oblast,Zabolotiv,1.0,Ukraine,48.4723378,25.2792457
271,Pomeranian Voivodeship,Kwidzyn,1.0,Poland,53.72635289999999,18.932304300000002
272,Cherkas'ka oblast,Zhashkiv,1.0,Ukraine,49.25,30.1
273,Donetsk Oblast,Shakhtars'k,1.0,Ukraine,48.0625,38.416667
274,South Moravian Region,Brno,1.0,Czech Republic,49.1950602,16.6068371
275,Luhans'ka oblast,Shul'hynka,1.0,Ukraine,49.143333,38.926389
276,Washington,Seattle,1.0,United States,47.6062095,-122.33207079999998
277,Catalonia,Barcelona,1.0,Spain,41.3850639,2.1734035
278,Dnipropetrovsk Oblast,Mahdalynivka,1.0,Ukraine,48.9255392,34.907548999999996
279,Donetsk Oblast,Selydove,1.0,Ukraine,48.15,37.303889
280,Cherkas'ka oblast,Kaniv,1.0,Ukraine,49.751033,31.4697
281,Rivnens'ka oblast,Bystrychi,1.0,Ukraine,50.882222,26.905833
282,Ivano-Frankivs'ka oblast,Broshniv-Osada,1.0,Ukraine,48.999444,24.181389000000003
283,Kyivs'ka oblast,Kriukivshchyna,1.0,Ukraine,50.371922,30.37116199999999
284,Volyns'ka oblast,Volodymyr-Volynsky,1.0,Ukraine,50.848056,24.322222
285,Lviv Oblast,Sokilnyky,1.0,Ukraine,49.77694400000001,23.961389
286,Ivano-Frankivs'ka oblast,Mostyshche,1.0,Ukraine,49.07027799999999,24.3425
287,Zhytomyrs'ka oblast,Romaniv,1.0,Ukraine,50.149167,27.933333
288,Zakarpats'ka oblast,Tyachiv,1.0,Ukraine,48.011389,23.572222
289,Łódź Voivodeship,Lodz,1.0,Poland,51.7592485,19.4559833
290,Kyivs'ka oblast,Prolisky,1.0,Ukraine,50.393333,30.788333
291,Ternopil's'ka oblast,Kozova,1.0,Ukraine,49.433333000000005,25.15
292,Kyivs'ka oblast,Hatne,1.0,Ukraine,50.354167,30.375
293,Mykolaivs'ka oblast,Novyi Buh,1.0,Ukraine,47.683333000000005,32.5
294,Lviv Oblast,Dobrosyn,1.0,Ukraine,50.133055999999996,23.851944
295,Cherkas'ka oblast,Horodyshche,1.0,Ukraine,49.2890933,31.444505100000004
296,Quebec,Montreal,1.0,Canada,45.508669899999994,-73.55399249999998
297,Dnipropetrovsk Oblast,Zorya,1.0,Ukraine,48.660911999999996,34.809921
298,Kyivs'ka oblast,Pohreby,1.0,Ukraine,50.549167,30.64083299999999
299,Homiel Province,Gomel,1.0,Belarus,52.44527799999999,30.984167
300,Cherkas'ka oblast,Tal'ne,1.0,Ukraine,48.883333,30.7
301,Zhytomyrs'ka oblast,Shumsk,1.0,Ukraine,50.183333000000005,28.55
302,Kyivs'ka oblast,Lyutizh,1.0,Ukraine,50.684722,30.394444
303,Zakarpats'ka oblast,Irshava,1.0,Ukraine,48.316666999999995,23.05
304,Zhytomyrs'ka oblast,Berestivka,1.0,Ukraine,50.340556,27.476111
305,England,Cambridge,1.0,United Kingdom,52.205337,0.12181700000000001
306,Varna,Varna,1.0,Bulgaria,43.2140504,27.914733299999998
307,Kyivs'ka oblast,Kalynivka,1.0,Ukraine,50.559166999999995,30.821111
308,Poltavs'ka oblast,Zin'kiv,1.0,Ukraine,50.2,34.35
309,Chernivets'ka oblast,P'yadykivtsi,1.0,Ukraine,48.38,25.651667
310,Mykolaivs'ka oblast,Yuzhnoukrains'k,1.0,Ukraine,47.8228,31.1775
311,Mykolaivs'ka oblast,Veselynove,1.0,Ukraine,47.34999999999999,31.23333299999999
312,Khersons'ka oblast,Beryslav,1.0,Ukraine,46.833333,33.416667
313,Crimea,Hurzuf,1.0,,44.54844809999999,34.28418610000001
314,Alberta,Edmonton,1.0,Canada,53.544389,-113.4909267
315,Lviv Oblast,Yavoriv,1.0,Ukraine,49.94694399999999,23.393056
316,Kharkiv Oblast,Velykyi Burluk,1.0,Ukraine,50.045556,37.390556
317,Lazio,Ariccia,1.0,Italy,41.7211083,12.6726413
318,Ivano-Frankivs'ka oblast,Halych,1.0,Ukraine,49.124722,24.728610999999997
319,Île-de-France,Paris,1.0,France,48.856614,2.3522218999999995
320,Volyns'ka oblast,Harazdzha,1.0,Ukraine,50.739444,25.526111
321,Luhans'ka oblast,Troits'ke,1.0,Ukraine,49.904333,38.308003
322,Mykolaivs'ka oblast,Voznesens'k,1.0,Ukraine,47.5605,31.336116999999998
323,,İzmir,1.0,Turkey,38.41885,27.12872
324,California,San Jose,1.0,United States,37.3393857,-121.8949555
325,Kyivs'ka oblast,Motyzhyn,1.0,Ukraine,50.381667,29.936389000000002
326,Khersons'ka oblast,Kakhovka,1.0,Ukraine,46.8,33.466667
327,Rivnens'ka oblast,Hoshcha,1.0,Ukraine,50.598611,26.675278000000002
328,North Rhine-Westphalia,Fröndenberg,1.0,Germany,51.471944,7.7658330000000015
329,Kyivs'ka oblast,Rokytne,1.0,Ukraine,49.691180200000005,30.478015399999997
330,Donetsk Oblast,Artemivs'k,1.0,Ukraine,48.5986674,37.9980367
331,Rivnens'ka oblast,Lyuchyn,1.0,Ukraine,50.31277799999999,26.438610999999998
332,Salzburg,Salzburg,1.0,Austria,47.809490000000004,13.055010000000001
333,,Minsk,1.0,Belarus,53.9,27.566667
334,Baden-Württemberg,Mannheim,1.0,Germany,49.4874592,8.466039499999999
335,Donetsk Oblast,Kurakhove,1.0,Ukraine,47.98333299999999,37.266667
